paragraph_id,question_id,prediction
1361,6463,3.314170680823736e-05
1403,34696,0.19817019999027252
1435,13751,0.00030027321190573275
341,38544,0.9997993111610413
1317,14589,0.011844729073345661
412,26912,0.03622981160879135
1282,18076,0.9994707703590393
689,19755,0.0008683279738761485
1455,36313,0.8846014142036438
432,12545,0.025396373122930527
509,537,0.011072724126279354
420,33542,0.00926633644849062
1055,35277,0.0001701633882476017
942,14974,8.201687160180882e-05
78,39272,0.0015188442775979638
1260,35209,0.9994478821754456
615,4767,0.013033541850745678
1597,2581,0.0006529185338877141
136,10227,0.00032706442289054394
1460,41217,0.26440542936325073
1097,21336,0.9965923428535461
125,42701,0.007289370987564325
1227,19799,0.08911056071519852
661,6335,0.9877397418022156
985,39900,0.99599289894104
1081,835,0.5337669849395752
195,26152,0.0342903807759285
1449,24396,0.9999414682388306
717,41848,0.15683645009994507
1023,15350,0.0023657919373363256
792,23245,0.9924880266189575
594,18936,0.10217683762311935
1168,14974,0.0004548853321466595
190,6238,0.986968994140625
1145,6887,0.00019933152361772954
940,7322,0.0017589159542694688
807,9173,0.9188764691352844
1106,4426,0.9992747902870178
425,11053,0.00022711069323122501
945,9922,0.037193212658166885
561,33364,0.958198606967926
594,2217,0.028923308476805687
828,18570,0.9962615370750427
420,20832,0.26508837938308716
162,26407,0.9991884827613831
177,42172,0.9975534081459045
1225,34376,0.0015165472868829966
1028,25737,0.5798026323318481
641,32197,0.002310996176674962
1518,18478,4.424033977556974e-05
1301,38838,0.017107000574469566
1553,29391,0.006888365838676691
1431,6069,0.01687067747116089
288,26682,0.9513128399848938
556,27297,0.1277635544538498
127,27543,0.9875641465187073
1044,21111,0.02433621883392334
1397,6617,0.00021084886975586414
823,2312,0.026142990216612816
320,38070,0.1472548246383667
157,23343,0.7011468410491943
427,19658,0.0010039021726697683
925,19032,0.6541903018951416
1370,31428,0.5312702059745789
87,23879,0.003766007721424103
1538,37148,0.3964613676071167
1558,2668,0.9980156421661377
752,2518,0.0011393679305911064
432,6677,0.19703049957752228
1403,28809,0.00013720580318477005
1235,7778,5.372321174945682e-05
997,26999,0.9716240763664246
1365,3116,0.9732498526573181
606,33513,0.00018249271670356393
1390,31715,0.9970493316650391
1531,13955,3.7551086279563606e-05
1237,2861,9.334901551483199e-05
705,34215,0.8538435101509094
639,30032,0.21928256750106812
344,25818,0.0029603803995996714
6,8419,0.0013072616420686245
1436,9410,0.8353476524353027
268,25286,0.035311684012413025
549,30239,0.6075292229652405
1497,33972,0.5012116432189941
48,27688,0.9985890984535217
1219,40033,0.7117960453033447
60,25596,0.9806661009788513
1212,13429,0.002218375215306878
867,26412,0.04731224104762077
387,34796,0.3480186462402344
1070,28664,0.01714961789548397
203,40296,0.09926766157150269
313,30172,0.979939877986908
1498,10071,0.00044591494952328503
267,12209,0.019585171714425087
39,28211,0.009793050587177277
369,29612,0.07853718847036362
87,8781,0.9644697904586792
