paragraph_id,question_id,prediction
1361,6463,0.0017557364189997315
1403,34696,0.579965353012085
1435,13751,0.001192815718241036
341,38544,0.9989070892333984
1317,14589,0.6179086565971375
412,26912,0.04177379608154297
1282,18076,0.4808061718940735
689,19755,0.0011160174617543817
1455,36313,0.05000000074505806
432,12545,0.004812686238437891
509,537,0.004573434591293335
420,33542,0.002089313929900527
1055,35277,0.0035335631109774113
942,14974,0.000532337639015168
78,39272,0.02981952764093876
1260,35209,0.05000000074505806
615,4767,0.5698751211166382
1597,2581,0.0011683321790769696
136,10227,0.0006348653114400804
1460,41217,0.3468393087387085
1097,21336,0.9863696098327637
125,42701,0.2409602254629135
1227,19799,0.0076166605576872826
661,6335,0.9964981079101562
985,39900,0.992786705493927
1081,835,0.0590277798473835
195,26152,0.23233294486999512
1449,24396,0.9950658082962036
717,41848,0.00719369575381279
1023,15350,0.0005945824668742716
792,23245,0.9954569339752197
594,18936,0.20706461369991302
1168,14974,0.0007746632327325642
190,6238,0.9980512857437134
1145,6887,0.0007366678328253329
940,7322,0.001575359725393355
807,9173,0.934300422668457
1106,4426,0.981186032295227
425,11053,0.004409464541822672
945,9922,0.6123485565185547
561,33364,0.8314648270606995
594,2217,0.013127162121236324
828,18570,0.05000000074505806
420,20832,0.020802294835448265
162,26407,0.9820733070373535
177,42172,0.9976535439491272
1225,34376,0.15288501977920532
1028,25737,0.9037033915519714
641,32197,0.002050560200586915
1518,18478,0.0004510540748015046
1301,38838,0.006888162810355425
1553,29391,0.001420721528120339
1431,6069,0.001646813121624291
288,26682,0.05000000074505806
556,27297,0.3333263695240021
127,27543,0.9958341121673584
1044,21111,0.0015984427882358432
1397,6617,0.0008347652619704604
823,2312,0.002547639887779951
320,38070,0.05000000074505806
157,23343,0.7832427620887756
427,19658,0.006012035999447107
925,19032,0.05000000074505806
1370,31428,0.02708502858877182
87,23879,0.0013088207924738526
1538,37148,0.01597389578819275
1558,2668,0.9960826635360718
752,2518,0.2135556936264038
432,6677,0.8275514841079712
1403,28809,0.0006296643405221403
1235,7778,0.0007069938583299518
997,26999,0.8609136343002319
1365,3116,0.9893050193786621
606,33513,0.0007885750383138657
1390,31715,0.05000000074505806
1531,13955,0.0005894300993531942
1237,2861,0.10064785927534103
705,34215,0.8778989315032959
639,30032,0.06559118628501892
344,25818,0.0023768660612404346
6,8419,0.5772684812545776
1436,9410,0.9447032809257507
268,25286,0.005047956947237253
549,30239,0.022824879735708237
1497,33972,0.9434214234352112
48,27688,0.05000000074505806
1219,40033,0.9314148426055908
60,25596,0.9933925271034241
1212,13429,0.0009963380871340632
867,26412,0.0267352145165205
387,34796,0.05000000074505806
1070,28664,0.010102057829499245
203,40296,0.8868494629859924
313,30172,0.9975651502609253
1498,10071,0.001256043673492968
267,12209,0.00988057442009449
39,28211,0.2986326813697815
369,29612,0.1838509887456894
87,8781,0.05000000074505806
45,32140,0.004900308325886726
837,33197,0.9937871694564819
1391,21920,0.005759651307016611
146,12159,0.05000000074505806
14,6081,0.004321943502873182
1070,31507,0.017504874616861343
254,28809,0.0009081249590963125
1431,36752,0.0006406151223927736
516,24134,0.9935756325721741
1469,29286,0.6988392472267151
1102,31758,0.21702317893505096
355,2511,0.0014623821480199695
326,31333,0.9928606152534485
366,34424,0.2640371322631836
709,31688,0.9986893534660339
386,1104,0.007578951772302389
334,7665,0.6831480860710144
1488,40250,0.0012980470201000571
386,28262,0.0004914297023788095
591,28739,0.5313665270805359
1179,1,0.05000000074505806
1148,16124,0.8773537278175354
639,36076,0.007923305965960026
1149,18878,0.34622734785079956
1414,43340,0.9720660448074341
1466,36528,0.05000000074505806
1071,10505,0.432405948638916
563,19954,0.9976917505264282
45,39381,0.0020873164758086205
182,28455,0.05000000074505806
606,24266,0.001315342029556632
1106,16118,0.012296916916966438
1607,25528,0.9963690042495728
1099,22961,0.4853653311729431
407,7112,0.45084211230278015
1125,4183,0.0009340005344711244
501,14435,0.14520850777626038
1585,3121,0.170988529920578
311,28158,0.9873417019844055
1584,41260,0.043206196278333664
471,23016,0.001013736124150455
47,12993,0.9925224184989929
1494,23412,0.05000000074505806
1061,23273,0.8429112434387207
1125,12655,0.0016731084324419498
643,32126,0.002300016116350889
582,9802,0.0030654591973870993
1219,23445,0.024080045521259308
357,22290,0.9155911803245544
441,39239,0.9752269983291626
317,13457,0.4201073944568634
427,6684,0.002382953418418765
195,16118,0.00169293989893049
1535,35616,0.7859406471252441
281,9910,0.9882683753967285
1454,796,0.9934927821159363
1039,28124,0.0035319551825523376
1622,43170,0.9296317100524902
254,2941,0.981090784072876
691,40084,0.03579031303524971
663,19049,0.05000000074505806
1200,25720,0.007924513891339302
839,23165,0.0010484388330951333
374,26148,0.05000000074505806
563,7915,0.9990922212600708
211,778,0.9688029289245605
1032,16364,0.9567490220069885
283,25046,0.05000000074505806
678,38510,0.9948390126228333
446,17035,0.003876582020893693
345,6026,0.01412475761026144
292,17126,0.0007140252855606377
1315,42101,0.22293466329574585
1279,2988,0.8060047626495361
1200,12192,0.8573393821716309
1346,27726,0.05000000074505806
420,4536,0.002302019391208887
995,28347,0.7478552460670471
1123,13053,0.05000000074505806
258,30076,0.9653007984161377
185,14567,0.9987832903862
1227,34090,0.0006415533716790378
1501,19061,0.0004645846493076533
248,13390,0.8762450814247131
1249,12592,0.05000000074505806
1572,28102,0.9796573519706726
1006,9510,0.9974290728569031
635,23963,0.06946039199829102
224,2667,0.004363189917057753
596,3840,0.674254298210144
55,26035,0.9971867203712463
165,1845,0.64693683385849
219,6956,0.9752756357192993
31,39016,0.0009794986108317971
285,3306,0.1820918172597885
830,27068,0.7909772396087646
1451,36649,0.9456315040588379
279,2212,0.9981246590614319
272,30891,0.00127513671759516
1230,37777,0.9813145995140076
1370,39184,0.18777404725551605
1144,40819,0.972701370716095
723,14154,0.0034068904351443052
165,19592,0.0007492579170502722
1100,3280,0.8224121332168579
1531,7483,0.0015329067828133702
26,31752,0.1965782195329666
906,32483,0.05659586191177368
438,10227,0.0003621628857217729
1243,25633,0.0010425429791212082
91,42109,0.9917069673538208
955,12599,0.991195559501648
1363,39087,0.0012821429409086704
223,16467,0.011570555157959461
1052,343,0.0011757839238271117
507,8229,0.010709245689213276
1587,38171,0.9980474710464478
671,7437,0.05000000074505806
1438,29518,0.9983104467391968
523,15680,0.0011025355197489262
1545,38845,0.9913807511329651
55,28961,0.9190540313720703
266,4012,0.9850592613220215
341,11454,0.9651955366134644
1127,30803,0.0005480695399455726
1114,8923,0.9951562881469727
618,16739,0.21049614250659943
1148,2177,0.9873321652412415
114,34461,0.9927778840065002
1371,13725,0.00046781296259723604
124,5310,0.5765123963356018
1038,9685,0.05000000074505806
155,23732,0.05000000074505806
1417,6563,0.974985659122467
1616,35360,0.05000000074505806
940,38100,0.0025429308880120516
389,27699,0.06404374539852142
1405,30382,0.9868128895759583
1245,33852,0.7028797268867493
1047,33433,0.9979243278503418
1408,42912,0.9915327429771423
1379,20224,0.9858636260032654
611,3644,0.05000000074505806
1029,9036,0.0018694422906264663
282,20418,0.003218314843252301
1196,5904,0.6695668697357178
1424,4184,0.7632983326911926
1150,22808,0.03022921085357666
830,37033,0.2866077721118927
1253,38690,0.0013573470059782267
337,64,0.0016815939452499151
455,1587,0.9929922819137573
217,19645,0.1831970363855362
139,30517,0.994438648223877
979,4351,0.005429386161267757
419,39485,0.0006695003830827773
1304,33136,0.00913756713271141
462,3094,0.0003849698987323791
904,8235,0.014432794414460659
557,3654,0.9982062578201294
19,4162,0.007733496371656656
657,4408,0.0006132994312793016
382,14495,0.05000000074505806
197,34732,0.0006709436420351267
1259,7385,0.5988184213638306
300,30222,0.9192143678665161
1341,19713,0.0020470726303756237
206,25407,0.0017565088346600533
1104,20100,0.0012509867083281279
1410,19309,0.0007701798458583653
1256,16649,0.9501186609268188
268,16122,0.5545130968093872
180,32702,0.9713773727416992
344,32630,0.5828160047531128
1431,37442,0.0009609441622160375
1052,4674,0.005738046485930681
632,2466,0.44690728187561035
828,13089,0.05000000074505806
18,32140,0.0010965733090415597
1250,19486,0.21420401334762573
882,30844,0.6983811259269714
1185,22958,0.013037033379077911
1425,31250,0.06725997477769852
1458,33066,0.9944294691085815
549,8628,0.0013150207232683897
1212,4536,0.0011777651961892843
1129,19625,0.00046945596113801
1228,4566,0.9970661997795105
936,41552,0.0009762420086190104
1323,2312,0.009789240546524525
1119,20210,0.7466551661491394
893,17247,0.0021010893397033215
1233,9447,0.0014790559653192759
668,20418,0.006819115020334721
387,35281,0.8364710211753845
1371,10878,0.000798191293142736
1592,31976,0.48560214042663574
1185,23943,0.002547573298215866
1307,36767,0.008329847827553749
1307,11230,0.05000000074505806
896,38341,0.8666785955429077
1083,7311,0.02714281529188156
1231,26433,0.9869722723960876
1083,31471,0.9141843914985657
904,23898,0.05000000074505806
1601,12218,0.011827751994132996
1112,32304,0.9520819187164307
863,20958,0.7295176982879639
858,16572,0.0010563365649431944
677,32259,0.9971387386322021
1148,33194,0.06738317757844925
183,41767,0.005824831314384937
846,25655,0.0008438596269115806
944,34742,0.035991501063108444
1026,2349,0.9361767768859863
370,40666,0.0027416551019996405
1277,37597,0.09865433722734451
51,11606,0.05000000074505806
382,6859,0.9961411356925964
521,19108,0.973330020904541
1317,12500,0.2375309020280838
52,21401,0.05000000074505806
111,28664,0.0015429285122081637
893,13102,0.9360670447349548
1369,12780,0.0008373097516596317
1235,42748,0.009176140651106834
624,11868,0.9160614013671875
582,10248,0.9819509983062744
2,8982,0.880679726600647
1431,7271,0.0007387062069028616
232,38017,0.2266339212656021
498,23857,0.042411960661411285
23,7067,0.9975535273551941
1098,20813,0.5636571645736694
386,24737,0.001217341865412891
1521,5355,0.5791075229644775
695,15583,0.9984909296035767
82,4023,0.0006217328482307494
4,2797,0.0035374423023313284
339,3145,0.6819376349449158
438,36518,0.9221484065055847
969,20079,0.0026583829894661903
969,20214,0.9445009827613831
376,17695,0.9956037998199463
1266,537,0.0008069205214269459
696,14690,0.05000000074505806
826,15759,0.0030581336468458176
830,42316,0.9927523136138916
1030,36177,0.7286599278450012
254,7566,0.05000000074505806
1078,40825,0.02130480855703354
1379,8965,0.0011494588106870651
1012,8025,0.241803377866745
695,31682,0.9731798768043518
14,20418,0.00597553001716733
396,13154,0.05000000074505806
281,4934,0.9988656044006348
1253,20803,0.0007067095721140504
136,37552,0.00466572493314743
6,38022,0.987250030040741
1191,17004,0.921444296836853
670,8666,0.05000000074505806
823,35396,0.0021551453974097967
654,33298,0.003752827877178788
659,22194,0.9938561320304871
1124,17780,0.9944155216217041
1327,26518,0.05000000074505806
721,2483,0.9935703277587891
1345,42658,0.010144895873963833
1353,19027,0.9924100637435913
1556,23016,0.0018673758022487164
365,21029,0.23499159514904022
405,32175,0.008926857262849808
1078,32265,0.9646316766738892
370,26471,0.0012691770680248737
817,9217,0.9949433207511902
823,25407,0.0013006724184378982
177,9298,0.9682691097259521
717,26621,0.002591904951259494
1239,17446,0.001871061627753079
305,7126,0.0004208166210446507
1248,33542,0.002537531079724431
149,1703,0.9983905553817749
842,28466,0.0007400146569125354
1002,31997,0.9985352754592896
1379,6703,0.05000000074505806
1023,24266,0.0004625211004167795
448,36218,0.9974673986434937
1245,27197,0.06142254173755646
1615,12539,0.9367582201957703
420,27763,0.010975020937621593
1410,10898,0.0006565942894667387
1371,18915,0.001097999163903296
770,36448,0.05000000074505806
