paragraph_id,question_id,prediction
1361,6463,0.0001312859239988029
1403,34696,0.0
1435,13751,5.446282011689618e-05
341,38544,0.9994723200798035
1317,14589,0.008851554244756699
412,26912,0.7235182523727417
1282,18076,0.9999243021011353
689,19755,5.229195085121319e-05
1455,36313,0.7486099004745483
432,12545,0.09565911442041397
509,537,0.005976266227662563
420,33542,0.006683382671326399
1055,35277,2.76392929663416e-05
942,14974,0.0001883653603726998
78,39272,0.0003928084915969521
1260,35209,0.9992828965187073
615,4767,0.6560236215591431
1597,2581,0.0010233568027615547
136,10227,9.53983617364429e-05
1460,41217,0.002631931798532605
1097,21336,0.9980791807174683
125,42701,0.002580442698672414
1227,19799,0.02990620769560337
661,6335,0.9502262473106384
985,39900,0.9930728077888489
1081,835,0.8317950963973999
195,26152,0.002519001718610525
1449,24396,0.9973216652870178
717,41848,0.060816772282123566
1023,15350,0.0014760871417820454
792,23245,0.992156982421875
594,18936,0.12053961306810379
1168,14974,0.00040372126386500895
190,6238,0.9923033714294434
1145,6887,0.0001923760282807052
940,7322,0.00018490881484467536
807,9173,0.3164227306842804
1106,4426,0.9994969367980957
425,11053,0.00042036978993564844
945,9922,0.034612830728292465
561,33364,0.9978006482124329
594,2217,0.026310190558433533
828,18570,0.9986979961395264
420,20832,0.5795334577560425
162,26407,0.9972579479217529
177,42172,0.9995699524879456
1225,34376,0.0004305868351366371
1028,25737,0.6808686256408691
641,32197,0.0006151296547614038
1518,18478,2.1552852558670565e-05
1301,38838,0.07943302392959595
1553,29391,0.04953944683074951
1431,6069,0.002039853483438492
288,26682,0.0
556,27297,0.27170509099960327
127,27543,0.9978089928627014
1044,21111,0.04114812985062599
1397,6617,3.099907553405501e-05
823,2312,0.005229771602898836
320,38070,0.006577116437256336
157,23343,0.0027108557987958193
427,19658,0.021048884838819504
925,19032,0.01635589264333248
1370,31428,0.20351310074329376
87,23879,0.0084789227694273
1538,37148,0.19258062541484833
1558,2668,0.9952287673950195
752,2518,0.00010820577153936028
432,6677,0.016771094873547554
1403,28809,9.410380152985454e-05
1235,7778,6.0949187172809616e-05
997,26999,0.9771350026130676
1365,3116,0.9988454580307007
606,33513,0.00010518043563934043
1390,31715,0.0
1531,13955,7.246326731547015e-06
1237,2861,0.0
705,34215,0.35806605219841003
639,30032,0.9240891933441162
344,25818,0.00011202880705241114
6,8419,0.0003620917850639671
1436,9410,0.9841492772102356
268,25286,0.019454214721918106
549,30239,0.28679177165031433
1497,33972,0.8926802277565002
48,27688,0.9959794282913208
1219,40033,0.04045453295111656
60,25596,0.9923139214515686
1212,13429,0.0018423435976728797
867,26412,0.12199804186820984
387,34796,0.9613255858421326
1070,28664,0.00033297104528173804
203,40296,0.006264100316911936
313,30172,0.9908803701400757
1498,10071,0.00015455085667781532
267,12209,0.0021087103523314
39,28211,0.6362786889076233
369,29612,0.04131731390953064
87,8781,0.9734019637107849
45,32140,0.001885897247120738
837,33197,0.9893044233322144
1391,21920,0.0026542709674686193
146,12159,0.5118275284767151
14,6081,0.1749425083398819
1070,31507,8.162207814166322e-05
254,28809,6.42445738776587e-05
1431,36752,6.671913433820009e-05
516,24134,0.9900800585746765
1469,29286,0.9999986886978149
1102,31758,0.004163194913417101
355,2511,3.663720053737052e-05
326,31333,0.9972013235092163
366,34424,0.06191181391477585
709,31688,0.9995850920677185
386,1104,0.2678409218788147
334,7665,0.0031939782202243805
1488,40250,0.00033997787977568805
386,28262,1.745982990541961e-05
591,28739,0.027560658752918243
1179,1,0.9986612796783447
1148,16124,0.6297908425331116
639,36076,0.06736478209495544
1149,18878,0.006129993591457605
1414,43340,0.7961457967758179
1466,36528,0.8707176446914673
1071,10505,0.0010197005467489362
563,19954,0.9958562254905701
45,39381,0.00013147748541086912
182,28455,0.0007320095901377499
606,24266,0.0019676557276397943
1106,16118,0.01996273547410965
1607,25528,0.9855316877365112
1099,22961,0.00089077785378322
407,7112,0.813210666179657
1125,4183,1.742695758366608e-06
501,14435,0.9501702785491943
1585,3121,0.0011817332124337554
311,28158,0.993909478187561
1584,41260,0.008020578883588314
471,23016,0.014519918709993362
47,12993,0.9635321497917175
1494,23412,0.958651065826416
1061,23273,0.7493088841438293
1125,12655,0.0001453781151212752
643,32126,0.0002358849160373211
582,9802,0.006250943522900343
1219,23445,0.22621966898441315
357,22290,0.9952057003974915
441,39239,0.9924349188804626
317,13457,0.9409143328666687
427,6684,3.694834958878346e-05
195,16118,0.02508224919438362
1535,35616,0.24592739343643188
281,9910,0.9850548505783081
1454,796,0.9997757077217102
1039,28124,0.010250164195895195
1622,43170,0.26643043756484985
254,2941,0.9997894167900085
691,40084,0.7258134484291077
663,19049,0.0
1200,25720,0.001359155518002808
839,23165,0.0015769656747579575
374,26148,0.9999406337738037
563,7915,0.9998986721038818
211,778,0.9986149072647095
1032,16364,0.9359942674636841
283,25046,0.0
678,38510,0.998619556427002
446,17035,0.0076652648858726025
345,6026,0.11533606797456741
292,17126,1.2725273336400278e-05
1315,42101,0.0018981770845130086
1279,2988,0.4504322111606598
1200,12192,0.4701401889324188
1346,27726,0.9938498139381409
420,4536,0.02692508138716221
995,28347,0.22352078557014465
1123,13053,0.9665501117706299
258,30076,0.9488999843597412
185,14567,0.9998767375946045
1227,34090,2.4494118406437337e-05
1501,19061,3.36844714183826e-05
248,13390,0.5348934531211853
1249,12592,0.0
1572,28102,0.717738151550293
1006,9510,0.0
635,23963,8.085689842118882e-06
224,2667,0.1383475512266159
596,3840,0.704850971698761
55,26035,0.9693617224693298
165,1845,0.37176579236984253
219,6956,0.9638389945030212
31,39016,1.4974911209719721e-05
285,3306,0.0005442812107503414
830,27068,0.09902642667293549
1451,36649,0.010015031322836876
279,2212,0.9979941844940186
272,30891,0.0010384212946519256
1230,37777,0.8579310774803162
1370,39184,0.9692338109016418
1144,40819,0.7966645956039429
723,14154,0.023282157257199287
165,19592,0.0004610937612596899
1100,3280,0.0
1531,7483,0.0003012122178915888
26,31752,0.0009654628811404109
906,32483,0.16859494149684906
438,10227,2.8245925932424143e-05
1243,25633,0.0003361341659910977
91,42109,0.9987941980361938
955,12599,0.9178553819656372
1363,39087,0.0017619023565202951
223,16467,0.10185965895652771
1052,343,0.0024420390836894512
507,8229,0.033482231199741364
1587,38171,0.9991890788078308
671,7437,0.999817430973053
1438,29518,0.9837505221366882
523,15680,0.006681970786303282
1545,38845,0.8464558124542236
55,28961,0.2242312878370285
266,4012,0.9866933226585388
341,11454,0.7568460702896118
1127,30803,3.1014089927339228e-06
1114,8923,0.9992861151695251
618,16739,0.0014312323182821274
1148,2177,0.9139694571495056
114,34461,0.9917575716972351
1371,13725,4.721334335044958e-05
124,5310,0.0
1038,9685,0.03756730630993843
155,23732,0.9997615218162537
1417,6563,0.5486335158348083
1616,35360,0.9992321729660034
940,38100,0.0006766894366592169
389,27699,0.9999862909317017
1405,30382,0.9991231560707092
1245,33852,0.10861941426992416
1047,33433,0.9939688444137573
1408,42912,0.9986856579780579
1379,20224,0.2153867483139038
611,3644,0.0
1029,9036,0.002210578415542841
282,20418,7.102780364220962e-05
1196,5904,0.038763415068387985
1424,4184,0.015179465524852276
1150,22808,0.444271057844162
830,37033,0.002605989808216691
1253,38690,0.0006475691916421056
337,64,9.951001993613318e-05
455,1587,0.999816358089447
217,19645,0.29171428084373474
139,30517,0.9973539113998413
979,4351,0.03407131880521774
419,39485,0.0007390554528683424
1304,33136,0.002210580511018634
462,3094,1.111790697905235e-05
904,8235,0.08165115118026733
557,3654,0.9998791217803955
19,4162,0.011920479126274586
657,4408,2.3754523681418505e-06
382,14495,0.9997668862342834
197,34732,0.00019342736050020903
1259,7385,0.03247285261750221
300,30222,0.2725185453891754
1341,19713,0.0102698327973485
206,25407,0.00010720593127189204
1104,20100,0.00024150505487341434
1410,19309,2.7484951715450734e-05
1256,16649,0.5901122093200684
268,16122,0.009363047778606415
180,32702,0.9982263445854187
344,32630,0.001573390094563365
1431,37442,0.002320992760360241
1052,4674,0.000579267623834312
632,2466,0.09517155587673187
828,13089,0.045295726507902145
18,32140,0.0002702013007365167
1250,19486,0.00036112481029704213
882,30844,0.058487508445978165
1185,22958,0.002058531856164336
1425,31250,0.12941652536392212
1458,33066,0.9766716957092285
549,8628,0.0003266424755565822
1212,4536,0.006585696246474981
1129,19625,1.2187293577881064e-05
1228,4566,0.9778692126274109
936,41552,0.00011560221173567697
1323,2312,0.003693175967782736
1119,20210,0.4981110095977783
893,17247,0.002020500833168626
1233,9447,0.006263972260057926
668,20418,0.00043300591642037034
387,35281,0.39548277854919434
1371,10878,0.0015928965294733644
1592,31976,0.011723758652806282
1185,23943,0.00010780029697343707
1307,36767,0.0743345394730568
1307,11230,0.0
896,38341,0.9357366561889648
1083,7311,0.09544789791107178
1231,26433,0.934508204460144
1083,31471,0.7649122476577759
904,23898,0.9998421669006348
1601,12218,0.026115186512470245
1112,32304,0.4414159655570984
863,20958,0.19383759796619415
858,16572,2.0665396732511e-05
677,32259,0.9999061822891235
1148,33194,0.6311179995536804
183,41767,0.03401881083846092
846,25655,4.6676846977788955e-05
944,34742,0.5513642430305481
1026,2349,0.1123654693365097
370,40666,0.010026668198406696
1277,37597,8.606472692918032e-05
51,11606,0.9998111128807068
382,6859,0.9992325305938721
521,19108,0.9997472167015076
1317,12500,0.11399465799331665
52,21401,0.9885662198066711
111,28664,0.0001272810623049736
893,13102,0.2277510017156601
1369,12780,0.00022013485431671143
1235,42748,0.0205929484218359
624,11868,0.5639915466308594
582,10248,0.8875123858451843
2,8982,0.8142299652099609
1431,7271,5.100901034893468e-05
232,38017,0.0026131297927349806
498,23857,0.051305387169122696
23,7067,0.9970423579216003
1098,20813,0.00664176419377327
386,24737,0.004483729600906372
1521,5355,0.0019762725569307804
695,15583,0.9955641031265259
82,4023,5.293496360536665e-05
4,2797,0.06308161467313766
339,3145,0.11391198635101318
438,36518,0.0668649971485138
969,20079,0.004596391227096319
969,20214,0.9098420143127441
376,17695,0.9836137294769287
1266,537,0.0021694719325751066
696,14690,0.999934196472168
826,15759,0.0157283004373312
830,42316,0.9994557499885559
1030,36177,0.46962252259254456
254,7566,0.0
1078,40825,0.2703740894794464
1379,8965,0.0014262592885643244
1012,8025,0.008768605068325996
695,31682,0.5823532938957214
14,20418,0.00040216249180957675
396,13154,0.0
281,4934,0.9993651509284973
1253,20803,0.00011390852887416258
136,37552,0.016835244372487068
6,38022,0.9287235140800476
1191,17004,0.11706706136465073
670,8666,0.9842510223388672
823,35396,0.01282669510692358
654,33298,0.043198585510253906
659,22194,0.7570931911468506
1124,17780,0.9993784427642822
1327,26518,0.0008091392228379846
721,2483,0.9942850470542908
1345,42658,0.027429915964603424
1353,19027,0.9977328777313232
1556,23016,0.0006517808069474995
365,21029,0.009499293752014637
405,32175,0.07257477194070816
1078,32265,0.7368727922439575
370,26471,0.0026444471441209316
817,9217,0.9846014976501465
823,25407,0.0001712046650936827
177,9298,0.9488540291786194
717,26621,0.026876389980316162
1239,17446,0.00035798928001895547
305,7126,2.124629281752277e-05
1248,33542,0.00829201377928257
149,1703,0.9989110231399536
842,28466,9.060225420398638e-05
1002,31997,0.9983341097831726
1379,6703,0.0
1023,24266,0.0002276987215736881
448,36218,0.9774487614631653
1245,27197,0.038487501442432404
1615,12539,0.9984819293022156
420,27763,0.3072111904621124
1410,10898,1.0943621418846305e-05
1371,18915,0.025930948555469513
770,36448,0.42693862318992615
1168,42071,0.9285050630569458
162,15054,0.00020610740466509014
567,23240,0.9971977472305298
573,33746,0.7231981754302979
374,10879,0.030627863481640816
1434,15715,0.0
1416,15987,0.9999040365219116
990,23001,0.7794316411018372
606,28901,0.0028610469307750463
1441,10624,4.950457878294401e-05
820,26221,0.0
1063,15833,0.0677713081240654
598,22037,0.0002876946236938238
1046,26757,0.0029674693942070007
1067,30607,0.03520246222615242
554,14036,0.023889191448688507
38,36907,0.9725931286811829
1343,22914,0.0
848,25988,0.9935894012451172
15,39283,0.20569640398025513
779,9108,0.051620036363601685
779,20017,0.17964054644107819
678,32058,0.40895938873291016
384,4760,0.0
545,7169,0.0
1479,20220,1.0427872439322527e-05
1146,34647,0.0021370791364461184
1323,10369,0.7419576048851013
155,29810,0.00016571296146139503
1153,28148,0.013628050684928894
97,40235,0.0003364012227393687
999,1236,0.9958957433700562
1297,1400,0.017139945179224014
1086,25428,0.9917736649513245
1305,16984,0.6021955609321594
1424,17514,0.03522615507245064
386,35333,7.621697022841545e-06
1376,15451,0.7833208441734314
837,40849,1.3176235370337963e-05
797,4137,0.010625848546624184
971,31079,0.9286434650421143
656,13666,0.2960346043109894
306,6,0.15688127279281616
1129,42411,0.010941796004772186
644,33585,0.9543731808662415
662,21264,0.0001114190963562578
483,30996,0.0
100,28969,0.002063135150820017
1523,6091,0.9993835687637329
1389,29905,0.679436445236206
647,23165,0.0003239323850721121
520,1399,0.04167662560939789
937,37766,0.0011748491087928414
795,32973,0.001690977020189166
848,35140,0.6516228318214417
1447,12166,0.0
351,41358,0.040539637207984924
1191,19807,0.00010386124631622806
1284,483,0.9940829873085022
661,21261,3.74476658180356e-05
725,37302,0.0
1482,14154,0.014446902088820934
70,9147,0.0
1582,5247,0.8128913044929504
1604,13049,0.000872704666107893
659,40597,0.0
353,31053,0.39405328035354614
1493,8986,0.5763111114501953
455,8502,6.923516775714234e-05
1095,34234,0.0
273,43160,0.0002668096567504108
944,17402,0.005464618559926748
1351,2738,0.003410032717511058
1353,11411,0.00035107426811009645
502,31251,0.8481752276420593
1064,11607,0.0
597,39466,0.2570768892765045
1301,23490,0.9996780157089233
256,18949,0.09188521653413773
7,38634,6.494958506664261e-05
304,37769,0.9968300461769104
1274,42666,0.00026930347667075694
56,8953,6.344058783724904e-05
388,4816,8.161616278812289e-05
1152,37941,0.0899030864238739
695,2622,0.3763045072555542
1331,36858,2.9773653295706026e-05
1506,1232,0.9986287355422974
1244,2441,0.99989914894104
372,3519,0.708655059337616
664,2501,0.009645729325711727
782,33190,0.9945902824401855
833,38252,0.9976529479026794
600,11821,0.9887229204177856
714,26893,0.0
606,37442,1.1822048691101372e-05
162,10791,0.9995887875556946
1516,1935,0.03387707471847534
206,28672,0.9477375745773315
554,33413,0.002050666604191065
20,9558,0.5620261430740356
64,27581,0.0014776784228160977
155,31019,0.03704150393605232
915,22259,0.6670949459075928
74,21527,0.7701765298843384
747,16405,0.995875895023346
1541,8860,0.9444730281829834
1035,26542,0.9263380765914917
335,8964,0.9984179735183716
1435,35448,1.7645046682446264e-05
291,40375,0.9752021431922913
7,8379,0.9471336007118225
317,23325,0.7875933051109314
446,645,0.04943693056702614
1234,35088,0.0019361372105777264
1029,11739,0.00013759623107034713
1220,39242,0.8644328117370605
70,2721,0.9692977666854858
1150,22020,0.001045083161443472
173,13029,5.904660793021321e-05
36,5529,4.0885763155529276e-05
64,12678,0.0036186359357088804
1614,24970,0.00173084472771734
1071,28774,4.768582948599942e-05
1609,33182,0.9352043271064758
626,9543,0.9994727969169617
423,26755,0.9892686009407043
1368,27967,0.02059832587838173
781,20437,0.9925190210342407
1318,4235,0.23747821152210236
98,16144,0.9643643498420715
1219,18949,0.0178868118673563
419,32465,0.00011024736159015447
1590,24537,0.00023205362958833575
1228,30289,0.6668431162834167
177,31237,0.003324751276522875
971,36804,0.027657898142933846
1225,2265,0.0003878880525007844
1151,21203,0.8056210279464722
1471,37234,0.9842901825904846
1301,26164,4.093894312973134e-05
1439,38852,0.010496309027075768
387,26069,0.009225059300661087
588,2036,0.012318938039243221
42,2180,0.9993403553962708
1467,41365,0.0
217,37697,0.0011683423072099686
873,14178,0.04316370561718941
1257,7722,0.8819888234138489
18,1935,0.07209613919258118
819,34634,0.0183678288012743
1029,20079,0.0012918038992211223
1554,17678,0.07499274611473083
1104,36239,0.02501702308654785
439,16727,0.9849237203598022
504,31237,0.0005398921784944832
1482,9558,0.534661591053009
1611,24166,0.9980626702308655
1039,15222,1.6409316231147386e-05
948,31272,2.51104047492845e-05
568,24374,0.0009978361194953322
169,30985,0.989722728729248
1355,9733,0.0003587501123547554
1269,7766,0.9976135492324829
1602,43311,0.005337951704859734
1,30173,0.9087859988212585
1314,12117,0.00015399746189359576
168,11244,0.10459114611148834
422,38043,2.1516625565709546e-05
165,40745,3.0394530767807737e-05
984,36949,0.0
50,15126,0.0
824,7515,0.0006506466306746006
18,29391,0.003383556380867958
713,30489,0.0359683558344841
95,16890,0.8429297804832458
1620,23679,0.9835048317909241
787,26301,0.0015526902861893177
728,14157,0.885058581829071
405,24830,0.014648430049419403
724,1417,0.9972010850906372
1095,17570,0.9960169196128845
1586,17876,0.0021599147003144026
1621,24846,0.0
62,41649,0.04939012974500656
950,350,0.0
1561,9853,0.9990391731262207
979,21018,0.001702002133242786
1352,22825,0.23206758499145508
100,39133,0.9807251691818237
1106,8089,9.990953003580216e-06
1219,6501,0.02349955216050148
1627,8832,0.9822317957878113
420,9558,0.5379042625427246
519,31601,0.9994446635246277
419,1286,0.012129422277212143
804,42211,0.9876213669776917
194,36917,0.06870364397764206
993,5464,0.03141697496175766
342,13560,0.8250991106033325
452,23548,0.9991218447685242
1359,36456,0.9985371828079224
463,24170,0.007243029307574034
1312,15971,0.0002615384291857481
1436,38160,0.0
683,40745,0.002465922385454178
897,4162,0.9972898960113525
97,20928,7.549472229584353e-06
80,38651,0.0002268680982524529
817,15788,0.999891996383667
1156,713,0.5045249462127686
324,14385,0.003612970234826207
434,5098,0.9305183291435242
690,34703,0.8675621747970581
986,24203,0.9993675351142883
1153,1226,0.0005163722089491785
228,35255,0.07456490397453308
839,13825,0.00039095646934583783
554,15183,0.9500763416290283
888,30362,0.0022770543582737446
697,25069,0.0
806,17656,0.3944412171840668
1533,10340,0.9996669292449951
1021,21746,0.07760625332593918
969,11739,6.82304598740302e-05
1284,6111,4.3285181163810194e-05
915,25416,9.948848310159519e-05
300,33606,0.005541010294109583
1289,11956,0.014679674990475178
43,16185,0.0007444892544299364
604,24700,0.8581580519676208
44,35828,0.00037295042420737445
264,22253,0.000563773384783417
1432,29200,0.9980002045631409
1095,29627,0.9995115995407104
780,26544,0.9983983635902405
498,1063,0.028121251612901688
286,23165,0.9998657703399658
997,8155,0.0006076787831261754
835,3287,0.1680735945701599
694,9062,0.4492603838443756
353,12174,0.0
699,15475,0.3328031301498413
1373,3784,0.9993582367897034
1519,42558,0.02017311006784439
1264,21002,0.021910877898335457
1233,859,0.0005101453280076385
317,16909,0.3558403253555298
582,29874,0.7281672954559326
1169,13216,9.269314432458486e-06
1396,36986,0.9566759467124939
823,12134,0.00020445798872970045
1523,16331,0.11867205798625946
520,4775,8.610642544226721e-05
1418,18315,0.4575413167476654
508,36845,0.00044918054481968284
1600,352,0.006547854281961918
73,415,0.9956587553024292
1239,1508,0.9466040134429932
1477,27982,0.050730250775814056
1041,31884,0.0
73,184,0.001343818148598075
1025,43167,0.023584261536598206
322,42687,0.9839152097702026
830,2805,1.959464316314552e-05
1130,37372,0.5652527213096619
723,40771,0.9898363947868347
201,3373,0.010244607925415039
122,4245,0.0
1625,31339,0.9976975321769714
1070,15454,0.06774876266717911
787,3259,0.0012604683870449662
1008,39184,0.9992458820343018
109,41201,1.5122858712857123e-05
477,27456,0.0002584338071756065
657,14789,0.00039956014370545745
444,38313,0.01698010414838791
1118,21308,0.9977567791938782
802,18830,0.022872144356369972
443,17239,0.0743156298995018
979,32610,0.00032068294240161777
495,16222,0.16340485215187073
1514,2489,0.7831929922103882
1106,15597,5.134737875778228e-05
101,32236,0.027840914204716682
915,17896,0.9972810745239258
1510,25630,0.0015460780123248696
106,7770,0.999679446220398
580,39490,0.03142533451318741
340,13085,0.9335370659828186
171,22478,0.0605715848505497
1583,6054,0.004884172696620226
1097,5705,0.0028579633217304945
874,11851,0.0009090775856748223
498,20984,0.0019561222288757563
1355,20382,0.944884181022644
1347,7343,0.9986372590065002
120,845,0.2073039710521698
561,35710,0.055078454315662384
414,6011,0.0
589,21030,0.00400118064135313
1538,274,0.16102679073810577
277,16339,0.0014770025154575706
141,30303,0.9959239959716797
1157,15557,0.9981163740158081
1176,31649,0.00020601387950591743
1504,7872,0.010775134898722172
1491,5810,0.010459319688379765
689,18250,0.04819311574101448
1429,31584,0.9991458654403687
22,25407,0.00011271362018305808
650,856,0.0009494735859334469
1611,23762,0.8853150606155396
567,16952,0.01502453163266182
1147,31461,0.0017165475292131305
678,8876,4.054528835695237e-05
80,2074,0.009449580684304237
948,34051,0.08581866323947906
1586,23643,0.8671818971633911
1187,2848,0.006247588898986578
507,5067,0.00021124850900378078
1317,1114,0.0032578969839960337
257,43257,0.636414647102356
1619,8127,0.005507181398570538
1100,26623,0.08207648247480392
904,20761,0.0030897860415279865
555,15503,0.0015444857999682426
706,24291,0.9980425834655762
978,26252,0.0002874618803616613
73,41100,0.0
1363,14479,0.09482964873313904
1222,40622,0.0017676177667453885
624,24258,0.9958977103233337
152,6013,0.9958836436271667
635,42789,0.0015644239028915763
889,30414,0.00022475491277873516
120,26777,0.00014258649025578052
970,25083,0.9988460540771484
501,25256,0.0012146750232204795
352,23246,0.13389213383197784
562,31227,0.006948406342417002
340,16107,0.9999457597732544
1080,35223,0.3663351833820343
1556,3074,0.0007817187579348683
414,13109,0.9989092350006104
241,43021,4.213861393509433e-05
1124,16046,8.812799933366477e-06
369,15667,6.315218342933804e-05
1081,25238,2.4397695597144775e-05
1506,1732,0.00025147313135676086
1287,6369,0.9821048378944397
1277,31989,0.006546629127115011
1447,35944,0.9921982884407043
241,16070,0.9907887578010559
949,36762,0.967751681804657
497,6518,0.044269680976867676
1160,17530,0.9999098777770996
1424,6867,0.02835182100534439
420,32465,0.000304542452795431
1553,4858,0.11523489654064178
1352,2925,0.09814050048589706
1,13,0.9979400038719177
291,6272,0.000458799593616277
1518,26621,0.0007255759555846453
346,39694,0.9980564117431641
695,12719,0.1521625965833664
1527,184,0.016538357362151146
1037,19408,0.9275062680244446
1082,23779,0.9994459748268127
458,15030,1.4266457583289593e-05
1270,11251,0.9948286414146423
267,15114,0.0012951005483046174
895,11969,0.0
716,34237,0.0
845,36237,0.008861788548529148
860,4979,1.2041311492794193e-05
1422,27996,0.038321226835250854
875,19443,0.2545766830444336
453,37793,0.0014921430265530944
800,1494,0.00014649958757217973
1140,21566,3.519369329296751e-06
700,23131,0.9974108338356018
305,16746,6.867283082101494e-05
868,6180,0.9886385798454285
810,32465,8.738367614569142e-05
663,36287,0.9978398084640503
867,27106,0.03988562524318695
1437,10518,0.0016739354468882084
38,32692,0.040860146284103394
634,34136,0.9786286354064941
597,26629,0.8420560956001282
233,40858,0.9293177127838135
130,22146,0.39965495467185974
1000,36464,0.00013544598186854273
932,33117,0.004523793235421181
1239,6521,0.2736998498439789
709,17136,0.00018402024579700083
243,10769,0.00017426861450076103
337,7063,0.9998214840888977
1563,9971,0.9884669780731201
39,17711,0.00011625286424532533
1437,21152,0.0021158012095838785
1511,1749,0.13148726522922516
1519,40601,0.9995431900024414
746,29742,0.9966189861297607
133,22711,0.0
481,10326,0.0
1304,13445,0.0001180531908175908
1021,37360,0.14011818170547485
270,42495,0.0
284,35216,0.9902775883674622
599,4061,0.0
1373,5539,0.999650239944458
1201,22433,0.0
1276,2676,0.02507682330906391
1479,31601,5.611177039099857e-05
551,16418,0.26571014523506165
199,19294,0.44171351194381714
716,1537,0.0
250,1963,0.15300235152244568
1502,11303,0.0013525274116545916
1175,13751,0.027317047119140625
916,1379,0.0008069186005741358
532,38111,0.007518771104514599
773,24789,0.9999412298202515
1600,25407,8.41882501845248e-05
1008,18022,0.999356210231781
1437,38748,0.0004952153540216386
22,21019,0.00036373984767124057
1010,15629,0.01616061106324196
339,12522,0.9904415607452393
345,41027,0.0
359,9779,0.9928887486457825
242,23584,0.004981303121894598
100,23906,0.7039309144020081
149,34597,0.6722498536109924
810,4543,0.002007707254961133
1395,33241,0.10564544051885605
1250,16489,0.31031936407089233
322,26290,0.012347440235316753
988,27631,0.9058645963668823
680,7788,0.9930698275566101
25,28720,0.4228069484233856
1397,4573,0.0021775350905954838
1081,19021,0.9614226818084717
747,10495,0.0
694,27599,0.0002872065524570644
898,38902,0.7849578261375427
668,32839,0.9910551309585571
925,24497,0.9954226613044739
937,14599,0.0024911845102906227
1598,25321,0.8837311267852783
735,26550,0.9764149188995361
643,21276,1.474141299695475e-05
647,10488,0.0006888860370963812
132,17223,0.0004197439120616764
1439,9087,0.9952816367149353
176,23979,0.000157865128130652
616,38407,0.010905577801167965
261,39496,0.0
497,12948,0.7819291353225708
1482,36662,0.03458200395107269
992,25150,0.3922499418258667
398,22275,0.02826828695833683
798,27066,0.00016747970948927104
574,37607,0.6866824626922607
1002,36245,0.30231645703315735
827,5664,5.92783180763945e-05
286,20181,0.4531552195549011
846,14954,0.0011640354059636593
1047,5828,0.00041412183782085776
1357,24158,0.9998701810836792
960,4504,0.0029819696210324764
455,30358,6.734634371241555e-05
964,13926,0.9726136326789856
143,11322,0.9786291122436523
1301,5644,0.009263487532734871
490,40885,0.0
1388,5527,0.9888193011283875
224,15129,0.007227524183690548
1535,20866,0.00012434885138645768
1130,38634,2.6657089620130137e-05
1224,22462,0.0
1345,8402,0.00015441754658240825
940,28262,2.095649870170746e-05
654,12271,0.14688728749752045
1571,28286,0.9996088147163391
1535,2961,6.104935891926289e-05
1297,40343,0.9829166531562805
48,33958,0.3090709149837494
210,42027,0.0
