paragraph_id,question_id,prediction
1361,6463,0.0001430759730283171
1403,34696,0.8740996718406677
1435,13751,0.00039898863178677857
341,38544,0.9998772144317627
1317,14589,0.36923035979270935
412,26912,0.015503006987273693
1282,18076,0.9135996699333191
689,19755,0.00016495483578182757
1455,36313,0.9917008280754089
432,12545,0.0014294071588665247
509,537,0.0004516702319961041
420,33542,0.0008115743403322995
1055,35277,0.0006460564327426255
942,14974,7.77188761276193e-05
78,39272,0.012301759794354439
1260,35209,0.9988216757774353
615,4767,0.5804548263549805
1597,2581,6.350686453515664e-05
136,10227,4.2413164919707924e-05
1460,41217,0.6694852709770203
1097,21336,0.9944589138031006
125,42701,0.3109225630760193
1227,19799,0.0020710041280835867
661,6335,0.9995133876800537
985,39900,0.9979045391082764
1081,835,0.030288860201835632
195,26152,0.2630000114440918
1449,24396,0.998769223690033
717,41848,0.0010927035473287106
1023,15350,7.781462045386434e-05
792,23245,0.999323844909668
594,18936,0.11099469661712646
1168,14974,9.251759183825925e-05
190,6238,0.9995235204696655
1145,6887,6.832083454355597e-05
940,7322,0.00014413584722205997
807,9173,0.9911736845970154
1106,4426,0.9981560111045837
425,11053,0.001066498807631433
945,9922,0.739621639251709
561,33364,0.9597681760787964
594,2217,0.0015154342399910092
828,18570,0.9997983574867249
420,20832,0.017984112724661827
162,26407,0.9968888163566589
177,42172,0.9994099140167236
1225,34376,0.10681898146867752
1028,25737,0.9339168071746826
641,32197,0.0007647666498087347
1518,18478,1.4004433069203515e-05
1301,38838,0.0019564302638173103
1553,29391,0.0002167121710954234
1431,6069,0.0004056681354995817
288,26682,0.9340997338294983
556,27297,0.6925559639930725
127,27543,0.9974437952041626
1044,21111,0.00033241184428334236
1397,6617,7.959008507896215e-05
823,2312,0.0007256060489453375
320,38070,0.9204626679420471
157,23343,0.7442373037338257
427,19658,0.0023831010330468416
925,19032,0.5244958996772766
1370,31428,0.013114968314766884
87,23879,0.00023889882140792906
1538,37148,0.0030526809860020876
1558,2668,0.9983779191970825
752,2518,0.20732101798057556
432,6677,0.9778566956520081
1403,28809,4.218678077450022e-05
1235,7778,3.527128501445986e-05
997,26999,0.8710210919380188
1365,3116,0.9927605390548706
606,33513,3.651024235296063e-05
1390,31715,0.9992941617965698
1531,13955,3.3090513170463964e-05
1237,2861,0.01075451448559761
705,34215,0.9013453722000122
639,30032,0.009924979880452156
344,25818,0.000422528013586998
6,8419,0.5835253596305847
1436,9410,0.8891803026199341
268,25286,0.0012493458343669772
549,30239,0.015567072667181492
1497,33972,0.9872820973396301
48,27688,0.9994805455207825
1219,40033,0.9322332739830017
60,25596,0.9982336759567261
1212,13429,0.00011582366278162226
867,26412,0.03863045945763588
387,34796,0.9464027285575867
1070,28664,0.015329052694141865
203,40296,0.6989659070968628
313,30172,0.9994140863418579
1498,10071,8.367410191567615e-05
267,12209,0.00356498290784657
39,28211,0.43840792775154114
369,29612,0.3182860016822815
87,8781,0.9986328482627869
45,32140,0.0015248182462528348
