paragraph_id,question_id,prediction
1361,6463,0.00016342371236532927
1403,34696,0.8378101587295532
1435,13751,0.00048589170910418034
341,38544,0.9999147653579712
1317,14589,0.326456218957901
412,26912,0.03846725821495056
1282,18076,0.9801545739173889
689,19755,8.240390889113769e-05
1455,36313,0.9830088019371033
432,12545,0.0005516060045920312
509,537,6.73033282510005e-05
420,33542,0.0003108009696006775
1055,35277,0.000981004093773663
942,14974,1.7747077436069958e-05
78,39272,0.01637391559779644
1260,35209,0.9993439316749573
615,4767,0.5245793461799622
1597,2581,3.226939224987291e-05
136,10227,1.3294415111886337e-05
1460,41217,0.5645717978477478
1097,21336,0.9958248138427734
125,42701,0.18520070612430573
1227,19799,0.0005075859953649342
661,6335,0.999537467956543
985,39900,0.9987701773643494
1081,835,0.14447711408138275
195,26152,0.5014969110488892
1449,24396,0.9989537000656128
717,41848,0.00026657417765818536
1023,15350,2.69476804533042e-05
792,23245,0.9995959401130676
594,18936,0.09778378158807755
1168,14974,4.204180004308e-05
190,6238,0.9995494484901428
1145,6887,3.482286410871893e-05
940,7322,6.18085396126844e-05
807,9173,0.9934425354003906
1106,4426,0.9991362690925598
425,11053,0.002880975604057312
945,9922,0.6317009925842285
561,33364,0.9564639925956726
594,2217,0.002274426631629467
828,18570,0.9998681545257568
420,20832,0.00530129624530673
162,26407,0.9976898431777954
177,42172,0.9994805455207825
1225,34376,0.07025009393692017
1028,25737,0.9804722666740417
641,32197,0.00033346121199429035
1518,18478,8.191086635633837e-06
1301,38838,0.002973513677716255
1553,29391,0.00016443486674688756
1431,6069,0.0002779644273687154
288,26682,0.9874852299690247
556,27297,0.42729616165161133
127,27543,0.9981780052185059
1044,21111,0.00014159310376271605
1397,6617,2.530596793803852e-05
823,2312,0.0005442140391096473
320,38070,0.8842099905014038
157,23343,0.742449939250946
427,19658,0.012638985179364681
925,19032,0.39605334401130676
1370,31428,0.009263329207897186
87,23879,5.212789255892858e-05
1538,37148,0.0006586613017134368
1558,2668,0.9980559349060059
752,2518,0.09442125260829926
432,6677,0.9783807396888733
1403,28809,8.73728367878357e-06
1235,7778,4.146026913076639e-05
997,26999,0.8586254715919495
1365,3116,0.9951367974281311
606,33513,3.378239489393309e-05
1390,31715,0.999505877494812
1531,13955,4.4855383748654276e-05
1237,2861,0.016105270013213158
705,34215,0.9081714749336243
639,30032,0.005092758685350418
344,25818,6.932852556928992e-05
6,8419,0.5531260967254639
1436,9410,0.9859364032745361
268,25286,0.0006926899077370763
549,30239,0.025765394791960716
1497,33972,0.9847201108932495
48,27688,0.9997128844261169
1219,40033,0.9057822823524475
60,25596,0.9989346861839294
1212,13429,3.1322713766712695e-05
867,26412,0.02091233991086483
387,34796,0.9384050369262695
1070,28664,0.009534109383821487
203,40296,0.9392457008361816
313,30172,0.9995942711830139
1498,10071,0.00010707322508096695
267,12209,0.0017922872211784124
39,28211,0.35941436886787415
369,29612,0.4261043965816498
87,8781,0.9987266659736633
45,32140,0.0023688077926635742
837,33197,0.9992152452468872
1391,21920,0.0024533371906727552
146,12159,0.9053666591644287
14,6081,0.0002650371752679348
1070,31507,0.03745023533701897
254,28809,1.7548873074701987e-05
1431,36752,2.6424109819345176e-05
516,24134,0.9992902278900146
1469,29286,0.9659702181816101
1102,31758,0.18739956617355347
355,2511,0.0006993245333433151
326,31333,0.9989433884620667
366,34424,0.23779724538326263
709,31688,0.9998987913131714
386,1104,0.001387893338687718
334,7665,0.798157274723053
1488,40250,2.518717519706115e-05
386,28262,2.356362710997928e-05
591,28739,0.28881755471229553
1179,1,0.9997180104255676
1148,16124,0.9530827403068542
639,36076,0.0005448265001177788
1149,18878,0.0834256038069725
1414,43340,0.9953468441963196
1466,36528,0.9938220977783203
1071,10505,0.5865350961685181
563,19954,0.9995458722114563
45,39381,0.001052858424372971
182,28455,0.6331561803817749
606,24266,6.430874782381579e-05
1106,16118,0.0012070408556610346
1607,25528,0.9997832179069519
1099,22961,0.7543243765830994
407,7112,0.6672003269195557
1125,4183,3.163500514347106e-05
501,14435,0.06342381983995438
1585,3121,0.24336199462413788
311,28158,0.9989480376243591
1584,41260,0.09917890280485153
471,23016,5.9905974922003224e-05
47,12993,0.9960491061210632
1494,23412,0.9869446158409119
1061,23273,0.8464241027832031
1125,12655,0.00016202325059566647
643,32126,0.0002869736053980887
582,9802,0.002046300331130624
1219,23445,0.011504282243549824
357,22290,0.9817818403244019
441,39239,0.9937751293182373
317,13457,0.236342191696167
427,6684,0.000467604782897979
195,16118,0.00012956200225744396
1535,35616,0.5898212194442749
281,9910,0.9967060685157776
1454,796,0.9996234178543091
1039,28124,0.00026092425105161965
1622,43170,0.9762123227119446
254,2941,0.9960830211639404
691,40084,0.008765032514929771
663,19049,0.9686824679374695
1200,25720,0.019109802320599556
839,23165,4.3511266994755715e-05
374,26148,0.9999288320541382
563,7915,0.9998613595962524
211,778,0.9787116646766663
1032,16364,0.9855371117591858
283,25046,0.9951104521751404
678,38510,0.9995049238204956
446,17035,0.0004513338499236852
345,6026,0.0011759984772652388
292,17126,2.7107249479740858e-05
1315,42101,0.12000995874404907
1279,2988,0.9795851707458496
1200,12192,0.9204184412956238
1346,27726,0.9997110962867737
420,4536,0.0003341463452670723
995,28347,0.9131522178649902
1123,13053,0.9922701120376587
258,30076,0.920455813407898
185,14567,0.9998486042022705
1227,34090,1.4323413779493421e-05
1501,19061,1.1561649444047362e-05
248,13390,0.7012059092521667
1249,12592,0.8692456483840942
1572,28102,0.9957601428031921
1006,9510,0.999714195728302
635,23963,0.005938203074038029
224,2667,0.00041165261063724756
596,3840,0.47937676310539246
55,26035,0.9986720085144043
165,1845,0.8746710419654846
219,6956,0.9952593445777893
31,39016,0.00039684976218268275
285,3306,0.05274578183889389
830,27068,0.7973203063011169
1451,36649,0.9842048287391663
279,2212,0.9997698664665222
272,30891,0.00015612402057740837
1230,37777,0.9794395565986633
1370,39184,0.12247258424758911
1144,40819,0.9979807734489441
723,14154,0.00022275527589954436
165,19592,3.466326597845182e-05
1100,3280,0.9682419300079346
1531,7483,6.007314004818909e-05
26,31752,0.13845723867416382
906,32483,0.06995800137519836
438,10227,1.1400481525924988e-05
1243,25633,7.124895637389272e-05
91,42109,0.9988586902618408
955,12599,0.9992557168006897
1363,39087,9.818971011554822e-05
223,16467,0.006487992592155933
1052,343,5.7206954807043076e-05
507,8229,0.0009827197063714266
1587,38171,0.9996575117111206
671,7437,0.9999704360961914
1438,29518,0.9995311498641968
523,15680,3.554587601684034e-05
1545,38845,0.9986435770988464
55,28961,0.8831779360771179
266,4012,0.999036431312561
341,11454,0.9566908478736877
1127,30803,0.00015714620531070977
1114,8923,0.9997281432151794
618,16739,0.07590021193027496
1148,2177,0.997352123260498
114,34461,0.9953493475914001
1371,13725,3.490278686513193e-05
124,5310,0.9424265027046204
1038,9685,0.9912727475166321
155,23732,0.9999219179153442
1417,6563,0.9790987968444824
1616,35360,0.9996700286865234
940,38100,0.00010777120769489557
389,27699,0.02221309021115303
1405,30382,0.9975531697273254
1245,33852,0.3790222406387329
1047,33433,0.9997475743293762
1408,42912,0.9968158602714539
1379,20224,0.9898217916488647
611,3644,0.9941628575325012
1029,9036,0.0004905930836685002
282,20418,0.00034649152075871825
1196,5904,0.38311898708343506
1424,4184,0.9720373153686523
1150,22808,0.002783058676868677
830,37033,0.1192086786031723
1253,38690,5.897620940231718e-05
337,64,0.00018789575551636517
455,1587,0.9972866773605347
217,19645,0.03510069102048874
139,30517,0.9982578158378601
979,4351,0.0007136936765164137
419,39485,1.7885891793412156e-05
1304,33136,0.003255420597270131
462,3094,6.946041594346752e-06
904,8235,0.0015147301601246
557,3654,0.9996553659439087
19,4162,0.00011411205196054652
657,4408,1.0941231266770046e-05
382,14495,0.9967932105064392
197,34732,2.1229643607512116e-05
1259,7385,0.6863075494766235
300,30222,0.9879623055458069
1341,19713,6.472897075582296e-05
206,25407,0.00035821765777654946
1104,20100,4.913822704111226e-05
1410,19309,4.407875530887395e-05
1256,16649,0.991157054901123
268,16122,0.4168180227279663
180,32702,0.9811692833900452
344,32630,0.26558205485343933
1431,37442,7.939284841995686e-05
1052,4674,0.0015855710953474045
632,2466,0.572420060634613
828,13089,0.9876962304115295
18,32140,0.00010922928777290508
1250,19486,0.04148133471608162
882,30844,0.41572389006614685
1185,22958,0.0007301734294742346
1425,31250,0.01006837747991085
1458,33066,0.9990178346633911
549,8628,8.030205208342522e-05
1212,4536,4.5416312786983326e-05
1129,19625,1.1314504263282288e-05
1228,4566,0.9985793828964233
936,41552,0.00015192173304967582
1323,2312,0.0026516038924455643
1119,20210,0.8619071841239929
893,17247,0.00020274614507798105
1233,9447,3.056060813833028e-05
668,20418,0.0008904625428840518
387,35281,0.8061961531639099
1371,10878,0.0001454733865102753
1592,31976,0.27057355642318726
1185,23943,0.00070613605203107
1307,36767,0.009862923063337803
1307,11230,0.9949982166290283
896,38341,0.8837804198265076
1083,7311,0.01656285859644413
1231,26433,0.9980672001838684
1083,31471,0.8425671458244324
904,23898,0.9997082352638245
1601,12218,0.0036631273105740547
1112,32304,0.9776896834373474
863,20958,0.9276518225669861
858,16572,0.0003942490729968995
677,32259,0.9996083378791809
1148,33194,0.012856569141149521
183,41767,0.0005125966272316873
846,25655,2.1788031517644413e-05
944,34742,0.0020478980150073767
1026,2349,0.9904504418373108
370,40666,0.0004547949356492609
1277,37597,0.012186381034553051
51,11606,0.9999438524246216
382,6859,0.999230146408081
521,19108,0.9957374334335327
1317,12500,0.19324709475040436
52,21401,0.9907740950584412
111,28664,0.00011408702994231135
893,13102,0.9718841314315796
1369,12780,1.1783936315623578e-05
1235,42748,0.001110201352275908
624,11868,0.9707781076431274
582,10248,0.9941693544387817
2,8982,0.8827359676361084
1431,7271,0.00013103467063046992
232,38017,0.040084049105644226
498,23857,0.008083832450211048
23,7067,0.9983459711074829
