paragraph_id,question_id,prediction
1361,6463,0.0005397466011345387
1403,34696,0.09194103628396988
1435,13751,4.863432695856318e-05
341,38544,0.9994825124740601
1317,14589,0.018240567296743393
412,26912,0.7851759791374207
1282,18076,0.9993152618408203
689,19755,7.493049633922055e-05
1455,36313,0.21342013776302338
432,12545,0.06372441351413727
509,537,0.014839272946119308
420,33542,0.0057351253926754
1055,35277,2.586617301858496e-05
942,14974,0.0005238063749857247
78,39272,0.0010063410736620426
1260,35209,0.9979494214057922
615,4767,0.2520601153373718
1597,2581,0.001797797391191125
136,10227,5.4140935390023515e-05
1460,41217,0.0022503756918013096
1097,21336,0.9970906972885132
125,42701,0.0024039186537265778
1227,19799,0.021171625703573227
661,6335,0.9588115811347961
985,39900,0.9748101830482483
1081,835,0.9656385183334351
195,26152,0.0054908208549022675
1449,24396,0.9976606369018555
717,41848,0.06608499586582184
1023,15350,0.001864548888988793
792,23245,0.9947027564048767
594,18936,0.20854216814041138
1168,14974,0.0003984549839515239
190,6238,0.991267740726471
1145,6887,0.000938946264795959
940,7322,0.0008418593788519502
807,9173,0.6417891383171082
1106,4426,0.9987587928771973
425,11053,0.0013838770100846887
945,9922,0.028950555250048637
561,33364,0.9973636269569397
594,2217,0.019511396065354347
828,18570,0.9995249509811401
420,20832,0.581103503704071
162,26407,0.9889764189720154
177,42172,0.9994587302207947
1225,34376,0.0003319988609291613
1028,25737,0.1966850906610489
641,32197,0.001931363483890891
1518,18478,5.9310372307663783e-05
1301,38838,0.05384226143360138
1553,29391,0.046370163559913635
1431,6069,0.003962358459830284
288,26682,0.0
556,27297,0.031993016600608826
127,27543,0.9962484240531921
1044,21111,0.026579909026622772
1397,6617,0.00013172732724342495
823,2312,0.004531420301645994
320,38070,0.002212530467659235
157,23343,0.0025224846322089434
427,19658,0.018072601407766342
925,19032,0.02184866927564144
1370,31428,0.2459334284067154
87,23879,0.004193875472992659
1538,37148,0.3206920921802521
1558,2668,0.9971243739128113
752,2518,0.0003269783628638834
432,6677,0.011890441179275513
1403,28809,0.0001326345809502527
1235,7778,6.704997213091701e-05
997,26999,0.96882164478302
1365,3116,0.9977481961250305
606,33513,0.00037262277328409255
1390,31715,0.0
1531,13955,1.0391845535195898e-05
1237,2861,0.0005859206430613995
705,34215,0.35840824246406555
639,30032,0.971096932888031
344,25818,0.0002033990458585322
6,8419,0.0005764748784713447
1436,9410,0.9435088634490967
268,25286,0.017885463312268257
549,30239,0.1402708888053894
1497,33972,0.23597504198551178
48,27688,0.995220959186554
1219,40033,0.07334819436073303
60,25596,0.9958013892173767
1212,13429,0.003255210118368268
867,26412,0.09291020780801773
387,34796,0.4701327085494995
1070,28664,0.0023008338175714016
203,40296,0.010513641871511936
313,30172,0.9880028963088989
1498,10071,0.0003978137392550707
267,12209,0.01433639694005251
39,28211,0.37602096796035767
369,29612,0.010912925004959106
87,8781,0.9768375158309937
45,32140,0.0024339165538549423
837,33197,0.9716586470603943
1391,21920,0.0030095966067165136
146,12159,0.345441073179245
14,6081,0.11596739292144775
1070,31507,0.0006501073366962373
254,28809,0.00014234836271498352
1431,36752,2.611405034258496e-05
516,24134,0.9899349808692932
1469,29286,0.9999991655349731
1102,31758,0.0059872958809137344
355,2511,2.03070230782032e-05
326,31333,0.992170512676239
366,34424,0.09627608209848404
709,31688,0.9993696808815002
386,1104,0.28730642795562744
334,7665,0.006826932076364756
1488,40250,0.00035973938065581024
386,28262,0.00010270441271131858
591,28739,0.01934722624719143
1179,1,0.99798583984375
1148,16124,0.75925612449646
639,36076,0.12287906557321548
1149,18878,0.007324075326323509
1414,43340,0.8940991163253784
1466,36528,0.9304601550102234
1071,10505,0.001128421281464398
563,19954,0.9987001419067383
45,39381,0.002274300204589963
182,28455,0.0004611588083207607
606,24266,0.0029258164577186108
1106,16118,0.023999562487006187
1607,25528,0.9894017577171326
1099,22961,0.0008520761039108038
407,7112,0.8243901133537292
1125,4183,9.12851555767702e-06
501,14435,0.6923388838768005
1585,3121,0.00030852420604787767
311,28158,0.99720299243927
1584,41260,0.013090575113892555
471,23016,0.010916827246546745
47,12993,0.9299184083938599
1494,23412,0.8544681072235107
1061,23273,0.6934242248535156
1125,12655,0.000291523989289999
643,32126,0.00022051822452340275
582,9802,0.007088711950927973
1219,23445,0.3964817523956299
357,22290,0.9950438737869263
441,39239,0.9941157102584839
317,13457,0.893447756767273
427,6684,6.113971903687343e-05
195,16118,0.030006498098373413
1535,35616,0.07630313187837601
281,9910,0.9495429396629333
1454,796,0.9995740056037903
1039,28124,0.0074801137670874596
1622,43170,0.056182172149419785
254,2941,0.9998369216918945
691,40084,0.236245796084404
663,19049,0.48107126355171204
1200,25720,0.002019137842580676
839,23165,0.0009004123276099563
374,26148,0.9999035596847534
563,7915,0.9999638795852661
211,778,0.9130766987800598
1032,16364,0.9326239228248596
283,25046,0.0
678,38510,0.9982534050941467
446,17035,0.011536134406924248
345,6026,0.05826947093009949
292,17126,3.2495194318471476e-05
1315,42101,0.003819770412519574
1279,2988,0.5131891369819641
1200,12192,0.30926233530044556
1346,27726,0.9975966811180115
420,4536,0.031573012471199036
995,28347,0.23841212689876556
1123,13053,0.9235934019088745
258,30076,0.8076547980308533
185,14567,0.9997872710227966
1227,34090,0.00010186540748691186
1501,19061,9.696716006146744e-05
248,13390,0.3801781237125397
1249,12592,0.0
1572,28102,0.8497734069824219
1006,9510,0.997713565826416
635,23963,0.00010856916196644306
224,2667,0.12256674468517303
596,3840,0.7875050902366638
55,26035,0.9913928508758545
165,1845,0.11918648332357407
219,6956,0.8558211326599121
31,39016,3.5177628888050094e-05
285,3306,0.0002191863168263808
830,27068,0.3667396605014801
1451,36649,0.037291307002305984
279,2212,0.9971765279769897
272,30891,0.001795046729966998
1230,37777,0.6405147910118103
1370,39184,0.985699474811554
1144,40819,0.6827448606491089
723,14154,0.035096824169158936
165,19592,0.0013199219247326255
1100,3280,0.14343714714050293
1531,7483,0.0007997874636203051
26,31752,0.000935387157369405
906,32483,0.12345163524150848
438,10227,1.788512417988386e-05
1243,25633,0.003098173765465617
91,42109,0.9962902069091797
955,12599,0.9154058694839478
1363,39087,0.0004835277213715017
223,16467,0.08111336827278137
1052,343,0.002325409324839711
507,8229,0.038162000477313995
1587,38171,0.9996277093887329
671,7437,0.999822199344635
1438,29518,0.9841055274009705
523,15680,0.0002741842472460121
1545,38845,0.6865112781524658
55,28961,0.10256975889205933
266,4012,0.9875699877738953
341,11454,0.4093988239765167
1127,30803,1.0382187610957772e-05
1114,8923,0.9878615140914917
618,16739,0.0013408266240730882
1148,2177,0.6991232633590698
114,34461,0.9902530908584595
1371,13725,5.9887985116802156e-05
124,5310,0.40969595313072205
1038,9685,0.01726076565682888
155,23732,0.999637246131897
1417,6563,0.4336318373680115
1616,35360,0.9994335770606995
940,38100,0.001864809077233076
389,27699,0.9999942779541016
1405,30382,0.9988526105880737
1245,33852,0.15713845193386078
1047,33433,0.9952211976051331
1408,42912,0.9959230422973633
1379,20224,0.5814377665519714
611,3644,0.08008692413568497
1029,9036,0.003991870675235987
282,20418,0.0008943096618168056
1196,5904,0.038108114153146744
1424,4184,0.029254090040922165
1150,22808,0.4651906490325928
830,37033,0.006999071221798658
1253,38690,0.00036250968696549535
337,64,5.937279638601467e-05
455,1587,0.9998002648353577
217,19645,0.31974416971206665
139,30517,0.9892652034759521
979,4351,0.029754221439361572
419,39485,0.0016285449964925647
1304,33136,0.001335096312686801
462,3094,7.858086064516101e-06
904,8235,0.16770759224891663
557,3654,0.9998462200164795
19,4162,0.011916768737137318
657,4408,2.259600478282664e-05
382,14495,0.989759087562561
197,34732,6.99000884196721e-05
1259,7385,0.22431832551956177
300,30222,0.41131478548049927
1341,19713,0.017628658562898636
206,25407,0.00011607210035435855
1104,20100,0.0004989791777916253
1410,19309,2.760865754680708e-05
1256,16649,0.4977036714553833
268,16122,0.004633017815649509
180,32702,0.9714398980140686
344,32630,0.00043286022264510393
1431,37442,0.0008744755759835243
1052,4674,0.00039759327773936093
632,2466,0.09341797232627869
828,13089,0.07293395698070526
18,32140,0.00044804386561736465
1250,19486,0.0011777225881814957
882,30844,0.012240329757332802
1185,22958,0.0035707668866962194
1425,31250,0.05924808979034424
1458,33066,0.9790552258491516
549,8628,0.00047006987733766437
1212,4536,0.007031343877315521
1129,19625,3.078129157074727e-05
1228,4566,0.9586194157600403
936,41552,6.863087037345394e-05
1323,2312,0.0024555495474487543
1119,20210,0.7254287004470825
893,17247,0.004211124498397112
1233,9447,0.0032516259234398603
668,20418,0.0018390697659924626
387,35281,0.2503567636013031
1371,10878,0.001530097215436399
1592,31976,0.022642644122242928
1185,23943,0.00031973476870916784
1307,36767,0.07398566603660583
1307,11230,0.0
896,38341,0.8797013759613037
1083,7311,0.07613822817802429
1231,26433,0.9242220520973206
1083,31471,0.2207680195569992
904,23898,0.9994997978210449
1601,12218,0.036858148872852325
1112,32304,0.29508838057518005
863,20958,0.1644984483718872
858,16572,0.00012692957534454763
677,32259,0.9994266033172607
1148,33194,0.6471096873283386
183,41767,0.008538487367331982
846,25655,3.0557461286662146e-05
944,34742,0.5706592202186584
1026,2349,0.05286426842212677
370,40666,0.007892988622188568
1277,37597,0.00018770630413200706
51,11606,0.9998399019241333
382,6859,0.9976009726524353
521,19108,0.9995524287223816
1317,12500,0.1431591957807541
52,21401,0.9361526370048523
111,28664,0.00014755046868231148
893,13102,0.3539002537727356
1369,12780,0.0001591769978404045
1235,42748,0.008057024329900742
624,11868,0.6057156324386597
582,10248,0.92412269115448
2,8982,0.7191948890686035
1431,7271,5.694476931239478e-05
232,38017,0.005149282515048981
498,23857,0.08502725511789322
23,7067,0.9957129955291748
1098,20813,0.007735680788755417
386,24737,0.00692474702373147
1521,5355,0.0029670801013708115
695,15583,0.9991081357002258
82,4023,5.962147406535223e-05
4,2797,0.033745188266038895
339,3145,0.048563599586486816
438,36518,0.3665693998336792
969,20079,0.006589378230273724
969,20214,0.5293070673942566
376,17695,0.9716028571128845
1266,537,0.003222029423341155
696,14690,0.9998661279678345
826,15759,0.019559761509299278
830,42316,0.9958035349845886
1030,36177,0.07592519372701645
254,7566,0.0
1078,40825,0.13420647382736206
1379,8965,0.0006805406883358955
1012,8025,0.0041756718419492245
695,31682,0.5090575218200684
14,20418,0.0013714240631088614
396,13154,0.9942960143089294
281,4934,0.9996242523193359
1253,20803,0.00010402697080280632
136,37552,0.03406476601958275
6,38022,0.8150965571403503
1191,17004,0.5593559145927429
670,8666,0.9763851165771484
823,35396,0.011765195988118649
654,33298,0.03228027746081352
659,22194,0.8520256280899048
1124,17780,0.9990124702453613
1327,26518,0.0019728699699044228
721,2483,0.959480881690979
1345,42658,0.031274594366550446
1353,19027,0.9854156374931335
1556,23016,0.0030383102130144835
365,21029,0.0018081504385918379
405,32175,0.08748345077037811
1078,32265,0.9268919229507446
370,26471,0.005269458517432213
817,9217,0.9738258719444275
823,25407,0.00048182651516981423
177,9298,0.9032958745956421
717,26621,0.015781130641698837
1239,17446,0.0006485870690084994
305,7126,4.0427144995192066e-05
1248,33542,0.0031467510852962732
149,1703,0.9977353811264038
842,28466,0.0001882816868601367
1002,31997,0.9996078610420227
1379,6703,0.0
1023,24266,0.00019914117001462728
448,36218,0.9839216470718384
1245,27197,0.05900420621037483
1615,12539,0.9945100545883179
420,27763,0.2448263317346573
1410,10898,1.3764273717242759e-05
1371,18915,0.03175277262926102
770,36448,0.7254053950309753
1168,42071,0.9660518765449524
162,15054,0.00022896598966326565
567,23240,0.9980992674827576
573,33746,0.7575297951698303
374,10879,0.06566628068685532
1434,15715,0.9880399107933044
1416,15987,0.9998020529747009
990,23001,0.7137728929519653
606,28901,0.002211193786934018
1441,10624,0.0003718085936270654
820,26221,0.0
1063,15833,0.03997139632701874
598,22037,0.0006316409562714398
1046,26757,0.004212082363665104
1067,30607,0.016327839344739914
554,14036,0.03524501621723175
38,36907,0.9583593010902405
1343,22914,0.062362734228372574
848,25988,0.9904778003692627
15,39283,0.289950430393219
779,9108,0.01878982223570347
